iter	RMSE
628	7.850226646
629	7.849698357
630	7.84901349
631	7.848345654
632	7.847994904
633	7.847255674
634	7.845943606
635	7.845326169
636	7.844965144
637	7.844393617
638	7.843695336
639	7.8433577
640	7.842850263
641	7.842320073
642	7.841858598
643	7.841510925
644	7.840955563
645	7.84055229
646	7.840064518
647	7.839734809
648	7.839452486
649	7.838683697
650	7.83791806
651	7.837313972
652	7.836717941
653	7.836500029
654	7.835891908
655	7.835520116
656	7.835209972
657	7.834887058
658	7.834519128
659	7.834275183
660	7.833769657
661	7.833469832
662	7.83288392
663	7.832356983
664	7.831726438
665	7.83085911
666	7.8299574
667	7.829689347
668	7.829019097
669	7.828499568
670	7.828197346
671	7.827950123
672	7.827554915
673	7.827261802
674	7.827032011
675	7.826722757
676	7.82619088
677	7.825890602
678	7.824429232
679	7.823552694
680	7.823067513
681	7.822808147
682	7.822632381
683	7.822033918
684	7.821253181
685	7.820593268
686	7.820094913
687	7.819692958
688	7.819246375
689	7.818875152
690	7.818578345
691	7.817884661
692	7.817662854
693	7.81552598
694	7.81416233
695	7.813680275
696	7.812276174
697	7.811727108
698	7.81145308
699	7.810641665
700	7.810197727
701	7.808795028
702	7.808063123
703	7.807654218
704	7.807347026
705	7.807161063
706	7.80683655
707	7.805404319
708	7.804829524
709	7.803555649
710	7.803138498
711	7.80285774
712	7.801454118
713	7.800907929
714	7.800671388
715	7.800305976
716	7.800066906
717	7.79973966
718	7.799162473
719	7.79892419
720	7.798494798
721	7.797830164
722	7.797652748
723	7.796547002
724	7.796256736
725	7.795845691
726	7.795376266
727	7.794333213
728	7.793927749
729	7.793421122
730	7.792667349
731	7.792278778
732	7.791817569
733	7.791334919
734	7.790378846
735	7.789663935
736	7.789111027
737	7.788272437
738	7.787835635
739	7.787298711
740	7.786613731
741	7.786050831
742	7.785444242
743	7.78509024
744	7.784576727
745	7.782321707
746	7.781671419
747	7.781253156
748	7.780946895
749	7.780366586
750	7.77944531
751	7.779165183
752	7.77824758
753	7.7778528
754	7.777410914
755	7.776881986
756	7.776692086
757	7.776509355
758	7.775613054
759	7.775245639
760	7.774206001
761	7.773854764
762	7.773393781
763	7.772996335
764	7.772426815
765	7.771996876
766	7.771462522
767	7.771035152
768	7.770538705
769	7.770143917
770	7.769473578
771	7.769150992
772	7.76853594
773	7.767995611
774	7.767466118
775	7.767192206
776	7.766711659
777	7.766469889
778	7.766129633
779	7.765535105
780	7.764382074
781	7.763922344
782	7.763656143
783	7.763092157
784	7.762675757
785	7.762333695
786	7.762167322
787	7.761933169
788	7.761583912
789	7.761161599
790	7.760762217
791	7.759613389
792	7.759357533
793	7.758838287
794	7.758397631
795	7.758006331
796	7.757800618
797	7.757299227
798	7.756738494
799	7.75627015
800	7.755790319
801	7.755431161
802	7.754976818
803	7.753878111
804	7.753555876
805	7.753225869
806	7.752812638
807	7.752172098
808	7.751269052
809	7.750884993
810	7.750473651
811	7.750235668
812	7.749531727
813	7.749317853
814	7.749088639
815	7.748886081
816	7.748299732
817	7.748057089
818	7.747691254
819	7.747341316
820	7.747088188
821	7.746698446
822	7.74652423
823	7.746143599
824	7.745856743
825	7.745233829
826	7.744908196
827	7.744366499
828	7.743951029
829	7.743790867
830	7.743336875
831	7.743098113
832	7.742814534
833	7.742208516
834	7.740642042
835	7.739869044
836	7.738736752
837	7.738078552
838	7.737315743
839	7.73683215
840	7.736329866
841	7.736007213
842	7.735707937
843	7.735411426
844	7.734855891
845	7.734544021
846	7.734100212
847	7.733933357
848	7.733801542
849	7.733576997
850	7.732546127
851	7.731782601
852	7.731070551
853	7.730735826
854	7.730379355
855	7.729799024
856	7.729243879
857	7.728243313
858	7.727851146
859	7.727248247
860	7.726275118
861	7.725773111
862	7.725547514
863	7.725271404
864	7.723792211
865	7.723083913
866	7.722816559
867	7.722357325
868	7.722144242
869	7.721544542
870	7.720958223
871	7.720585519
872	7.720141406
873	7.719847054
874	7.717952613
875	7.71762276
876	7.717118519
877	7.716474045
878	7.716211057
879	7.715852505
880	7.715066294
881	7.714328793
882	7.713808583
883	7.713106579
884	7.712740218
885	7.712439464
886	7.712065081
887	7.711471387
888	7.71123333
889	7.710833727
890	7.710574806
891	7.710315533
892	7.709956878
893	7.709777612
894	7.709229367
895	7.708941724
896	7.708706852
897	7.708493034
898	7.708148895
899	7.707735422
900	7.707238896
901	7.706303543
902	7.706109143
903	7.705770651
904	7.705052011
905	7.704698877
906	7.704475236
907	7.703869401
908	7.703317737
909	7.702903108
910	7.702514368
911	7.702239141
912	7.701764672
913	7.700835928
914	7.700559785
915	7.700369993
916	7.699818552
917	7.699514424
918	7.698645541
919	7.698372696
920	7.697994587
921	7.697707095
922	7.697448844
923	7.697026671
924	7.696759242
925	7.696516794
926	7.696081799
927	7.69560565
928	7.695179612
929	7.694935118
930	7.694623085
931	7.694320525
932	7.69382507
933	7.693546524
934	7.693194079
935	7.692665386
936	7.692426312
937	7.691565268
938	7.690257557
939	7.689977212
940	7.68964785
941	7.689024995
942	7.687469308
943	7.687215198
944	7.686729735
945	7.686192158
946	7.685948393
947	7.685561038
948	7.684852101
949	7.68442043
950	7.68376703
951	7.683428678
952	7.683215924
953	7.682642109
954	7.682400944
955	7.681979287
956	7.68143849
957	7.681123339
958	7.680585124
959	7.680265479
960	7.679937103
961	7.67957786
962	7.678726691
963	7.678397545
964	7.678031973
965	7.677359135
966	7.676719355
967	7.676303825
968	7.676058611
969	7.675658672
970	7.67507279
971	7.674619363
972	7.674378576
973	7.673982566
974	7.673728141
975	7.673228299
976	7.672601013
977	7.672207288
978	7.671527395
979	7.67103928
980	7.670692231
981	7.670513445
982	7.670168877
983	7.669880749
984	7.669552907
985	7.669327761
986	7.669039321
987	7.668824646
988	7.667783243
989	7.667540199
990	7.667264625
991	7.666699693
992	7.666273791
993	7.666062296
994	7.665746866
995	7.665323027
996	7.665162403
997	7.664638659
998	7.664398451
999	7.663953052
