purchase_date,total_sales_forecast,total_sales_lower_bound,total_sales_upper_bound,trend_component,weekly,sum_seasonal_components
2017-04-08,6488.624632680033,-3731.581720614558,16957.818688101095,11266.578669489498,-4777.954036809465,-4777.954036809465
2017-04-09,7407.761608197767,-4115.6294347642615,17509.742925383835,11326.94216140016,-3919.180553202393,-3919.180553202393
2017-04-10,14533.095547876752,4164.136256780267,24931.45629698585,11387.305653310827,3145.7898945659254,3145.7898945659254
2017-04-11,14029.810325779425,3916.622560335605,24455.858547457836,11447.669145221487,2582.141180557937,2582.141180557937
2017-04-12,13259.036148698047,2894.5143743158856,24412.63812990029,11508.032637132153,1751.0035115658945,1751.0035115658945
2017-04-13,12502.732137961106,1767.9167323951588,22682.59198587221,11568.396129042816,934.3360089182895,934.3360089182895
2017-04-14,11912.623615356424,1147.6875564576007,22765.619514036993,11628.75962095348,283.8639944029438,283.8639944029438
2017-04-15,6911.169076053677,-3356.3847566349195,17664.061082816686,11689.123112864143,-4777.954036810466,-4777.954036810466
2017-04-16,7830.306051580286,-3232.689861996662,18557.799065210733,11749.48660477481,-3919.180553194523,-3919.180553194523
2017-04-17,14955.63999124631,4602.464075162435,26114.843815459088,11809.85009668547,3145.789894560839,3145.789894560839
2017-04-18,14452.3547691568,2878.360210227386,25232.301448485265,11870.213588596134,2582.1411805606654,2582.1411805606654
2017-04-19,13681.580592073067,2605.4548613431048,24582.801157689017,11930.577080506797,1751.00351156627,1751.00351156627
2017-04-20,12925.276581339214,1216.9163194266969,22582.033963141923,11990.940572417461,934.3360089217528,934.3360089217528
2017-04-21,12335.16805873191,1014.5695112242387,23010.415797245092,12051.304064328126,283.86399440378466,283.86399440378466
2017-04-22,7333.713519427321,-2910.19613309186,17951.933651007144,12111.667556238788,-4777.954036811467,-4777.954036811467
2017-04-23,8252.850492194528,-2589.5856154899743,18607.36636349676,12172.031045402211,-3919.1805532076833,-3919.1805532076833
2017-04-24,15378.184429130599,4335.076127903938,26273.526426287022,12232.394534565634,3145.7898945649645,3145.7898945649645
2017-04-25,14874.899204288879,4093.1078933999465,25472.14676502065,12292.758023729055,2582.1411805598236,2582.1411805598236
2017-04-26,14104.125024457699,3690.7641805893004,24479.281445458233,12353.121512892478,1751.0035115652213,1751.0035115652213
2017-04-27,13347.82101097541,2760.3356182038856,24058.70826560802,12413.485002055899,934.3360089195118,934.3360089195118
2017-04-28,12757.712485627499,1997.8380210145501,22967.216034113786,12473.848491219322,283.8639944081764,283.8639944081764
2017-04-29,7756.257943576605,-1926.280253015225,18822.14816362698,12534.21198038274,-4777.954036806136,-4777.954036806136
2017-04-30,8675.394916346353,-2203.3288978937926,20021.24931765262,12594.575469546166,-3919.180553199812,-3919.180553199812
2017-05-01,15800.728853278679,5457.686123136747,25884.595703184157,12654.938958709588,3145.7898945690904,3145.7898945690904
2017-05-02,15297.443628431993,4877.735020644385,26851.153155612963,12715.30244787301,2582.141180558983,2582.141180558983
2017-05-03,14526.669448600604,4151.766583615101,25465.150412737406,12775.66593703643,1751.003511564173,1751.003511564173
2017-05-04,13770.365435122829,2621.5637354040127,23987.442705550136,12836.029426199853,934.336008922975,934.336008922975
2017-05-05,13180.256909767086,3071.648467517019,24058.089963751292,12896.392915363274,283.86399440381126,283.86399440381126
2017-05-06,8178.80236771386,-2400.888912709093,18702.097419799637,12956.756404526699,-4777.954036812839,-4777.954036812839
2017-05-07,9097.939340477145,-1527.365036427303,19312.176971669196,13017.119893690118,-3919.1805532129724,-3919.1805532129724
2017-05-08,16223.27327742333,6607.966013957366,26722.67064954683,13077.483382853543,3145.789894569787,3145.789894569787
2017-05-09,15719.988052578674,5511.503448845265,26085.21817763615,13137.846872016962,2582.1411805617117,2582.1411805617117
2017-05-10,14949.213872745506,4442.764051076449,26221.053915549546,13198.210361180387,1751.0035115651185,1751.0035115651185
2017-05-11,14192.909859264542,3360.8606939042684,24371.350572555948,13258.573850343808,934.3360089207342,934.3360089207342
2017-05-12,13602.801333906677,3115.4660295233307,23949.88641858166,13318.93733950723,283.86399439944614,283.86399439944614
2017-05-13,8601.346802645003,-1867.4551157617395,18591.283978015486,13379.300839464544,-4777.954036819542,-4777.954036819542
2017-05-14,9520.483786205865,-1711.4030251714998,20355.20597990017,13439.664339421864,-3919.180553216,-3919.180553216
2017-05-15,16645.817733947308,5974.792875186315,27374.963917170866,13500.027839379178,3145.789894568131,3145.789894568131
2017-05-16,16142.532519896253,5822.776307887976,26757.84297317395,13560.391339336496,2582.1411805597572,2582.1411805597572
2017-05-17,15371.758350859307,5686.480937689241,26012.02909921665,13620.754839293812,1751.003511565495,1751.003511565495
2017-05-18,14615.454348173304,3703.3795442389624,25390.83306931162,13681.11833925113,934.3360089221728,934.3360089221728
2017-05-19,14025.345833608731,3865.7357469882118,23809.068454905922,13741.481839208445,283.863994400287,283.863994400287
2017-05-20,9023.89130235155,-1301.8170728875218,20112.476392182,13801.845339165762,-4777.954036814212,-4777.954036814212
2017-05-21,9943.028285909884,-1167.226504775707,21349.19706874577,13862.208839123079,-3919.1805532131957,-3919.1805532131957
2017-05-22,17068.362233649223,6411.239578952836,27391.062342122917,13922.572339080396,3145.789894568827,3145.789894568827
2017-05-23,16565.07701959552,6155.916887299159,26340.849247791528,13982.935839037713,2582.1411805578045,2582.1411805578045
2017-05-24,15794.302850560047,4220.259216098431,26528.707506795403,14043.29933899503,1751.0035115650164,1751.0035115650164
2017-05-25,15037.998847870624,5571.674476571194,25490.879179640782,14103.662838952347,934.3360089182767,934.3360089182767
2017-05-26,14447.890333309137,3727.857075598187,25175.832365256374,14164.026338909664,283.863994399473,283.863994399473
2017-05-27,9446.435802051768,-952.8414571854181,20137.25182773763,14224.38983886698,-4777.954036815213,-4777.954036815213
2017-05-28,10365.572785613906,-291.80964012476346,21829.604806970576,14284.753338824297,-3919.1805532103913,-3919.1805532103913
2017-05-29,17490.906733354568,6853.417364197283,27661.65562535595,14345.116838781614,3145.7898945729526,3145.7898945729526
2017-05-30,16987.62151929589,6321.046800932767,27431.453431490798,14405.480338738931,2582.1411805569624,2582.1411805569624
2017-05-31,16216.847350263635,6153.977428007813,26792.915606430623,14465.843838696248,1751.0035115673866,1751.0035115673866
2017-06-01,15460.670825944506,5147.40264950734,26187.46132516593,14526.33481702479,934.3360089197153,934.3360089197153
2017-06-02,14870.689789753646,4512.20301586909,25781.98284215363,14586.825795353332,283.8639944003138,283.8639944003138
2017-06-03,9869.362736877694,-1675.7260369665619,20351.04717972225,14647.316773681876,-4777.954036804183,-4777.954036804183
2017-06-04,10788.62719880283,843.5511575385174,21693.046292923158,14707.807752010416,-3919.1805532075873,-3919.1805532075873
2017-06-05,17914.0886249034,7908.844727419927,28839.980046604218,14768.298730338962,3145.789894564438,3145.789894564438
2017-06-06,17410.93088922608,6910.171096105893,27839.722540261842,14828.789708667502,2582.1411805585785,2582.1411805585785
2017-06-07,16640.28419856096,6676.413897983994,27151.732639581638,14889.280686996048,1751.003511564913,1751.003511564913
2017-06-08,15884.107674245743,5539.658047081838,26448.79245087556,14949.771665324588,934.3360089211543,934.3360089211543
2017-06-09,15294.12663804908,4470.976456683424,25627.814161178594,15010.262643653132,283.8639943959486,283.8639943959486
2017-06-10,10292.799585177121,-404.2126592271168,20568.645023890203,15070.753621981674,-4777.954036804553,-4777.954036804553
2017-06-11,11212.064047099602,834.865864538255,22944.83679321421,15131.244600310216,-3919.180553210614,-3919.180553210614
2017-06-12,18337.525473207323,8073.610367844315,29101.701096251298,15191.735578638758,3145.7898945685633,3145.7898945685633
2017-06-13,17834.36773752504,7004.221781612703,28313.038706684078,15252.226556967302,2582.1411805577377,2582.1411805577377
2017-06-14,17063.72104686113,6471.964859592927,27198.626687199354,15312.717535295842,1751.0035115652897,1751.0035115652897
2017-06-15,16307.544522546981,5665.966254746541,27026.27315357472,15373.208513624388,934.3360089225928,934.3360089225928
2017-06-16,15717.563486358475,5710.167493623624,26753.48494520254,15433.699491952928,283.86399440554595,283.86399440554595
2017-06-17,10716.236433475919,656.4406497960205,21326.93458214992,15494.190470281472,-4777.954036805554,-4777.954036805554
2017-06-18,11635.500895397137,2516.361758470784,22513.75101669107,15554.681448610014,-3919.180553212877,-3919.180553212877
2017-06-19,18760.962321511248,8614.111002427107,28332.484384673968,15615.172426938558,3145.7898945726893,3145.7898945726893
2017-06-20,18257.804585826452,7619.604192582633,28051.768196182078,15675.663405267096,2582.1411805593543,2582.1411805593543
2017-06-21,17487.410380458547,7148.3008715303795,28161.62544103897,15736.406868890888,1751.0035115676596,1751.0035115676596
2017-06-22,16731.48634143337,6571.755254377297,26894.444701220473,15797.150332514673,934.3360089186967,934.3360089186967
2017-06-23,16141.757790539643,5532.367442918972,26205.85540009826,15857.893796138462,283.8639944011808,283.8639944011808
2017-06-24,11140.683222949992,359.9342807587938,21754.901685598106,15918.637259762249,-4777.954036812257,-4777.954036812257
2017-06-25,12060.200170181031,1558.095463445412,22101.72368064346,15979.380723386037,-3919.180553205006,-3919.180553205006
2017-06-26,19185.91408158664,8404.316893612811,30624.374847454506,16040.124187009826,3145.7898945768143,3145.7898945768143
2017-06-27,18683.00883119681,7993.518050749995,29301.993859570644,16100.867650633614,2582.1411805631947,2582.1411805631947
2017-06-28,17912.61462582401,7620.677138743027,28712.464530826328,16161.611114257401,1751.0035115666117,1751.0035115666117
2017-06-29,17156.690586805005,7173.867230323987,27013.41266984487,16222.35457788119,934.3360089238153,934.3360089238153
2017-06-30,16566.962035901794,6238.141167754673,27234.15640615213,16283.098041504976,283.8639943968166,283.8639943968166
2017-07-01,11565.887468321209,985.0381081515205,21920.02299238951,16343.841505128767,-4777.954036807557,-4777.954036807557
2017-07-02,12485.404415544523,2346.5675061028073,23568.56314111032,16404.584968752555,-3919.180553208033,-3919.180553208033
2017-07-03,19611.118326944645,9030.099928212981,30328.33006771488,16465.328432376344,3145.7898945682996,3145.7898945682996
2017-07-04,19108.21307656137,8709.208572233905,30147.049543996687,16526.07189600013,2582.1411805612415,2582.1411805612415
2017-07-05,18337.818871190906,7636.004542275794,28379.56594379519,16586.815359623917,1751.0035115669878,1751.0035115669878
2017-07-06,17581.89483216928,7303.395964203671,27799.484618034952,16647.558823247706,934.3360089215743,934.3360089215743
2017-07-07,16992.16628127625,5655.03053660237,27219.65670357704,16708.302286871494,283.86399440475844,283.86399440475844
2017-07-08,11991.091713687354,1203.2730926727588,22702.340812596976,16769.045750495283,-4777.954036807929,-4777.954036807929
2017-07-09,12910.608660913846,2496.51806455729,23576.80077446987,16829.789214119075,-3919.180553205229,-3919.180553205229
2017-07-10,20038.000884852863,10529.089770549106,30283.442528493826,16892.21099027701,3145.7898945758543,3145.7898945758543
2017-07-11,19536.773946994228,9048.28532518634,30382.578211021577,16954.63276643494,2582.141180559288,2582.141180559288
2017-07-12,18768.05805415739,8344.373540514112,29171.41414717942,17017.054542592876,1751.0035115645142,1751.0035115645142
2017-07-13,18013.81232766849,7035.250132956573,28766.8314702712,17079.47631875081,934.3360089176779,934.3360089176779
2017-07-14,17425.762089314343,6935.388113855084,28471.84959261444,17141.898094908745,283.8639944055993,283.8639944055993
2017-07-15,12426.365834257747,1771.828678750858,22819.766718458966,17204.319871066677,-4777.95403680893,-4777.95403680893
2017-07-16,13347.561094027249,2583.522885113709,24225.77793561531,17266.741647224608,-3919.1805531973578,-3919.1805531973578
2017-07-17,20474.953317949887,9683.962910149057,30713.61339081335,17329.163423382546,3145.7898945673396,3145.7898945673396
2017-07-18,19973.726380102493,9221.689800104234,30354.27768237184,17391.585199540477,2582.141180562016,2582.141180562016
2017-07-19,19205.0104872653,8850.713710844431,29438.649025982686,17454.006975698416,1751.0035115668848,1751.0035115668848
2017-07-20,18450.76476077546,8422.021216820802,28991.156435646906,17516.428751856343,934.3360089191169,934.3360089191169
2017-07-21,17862.714522415517,7172.854137804318,28903.43939746695,17578.85052801428,283.8639944012342,283.8639944012342
2017-07-22,12863.318267362281,2265.8631985650377,23030.362533583622,17641.272304172213,-4777.9540368099315,-4777.9540368099315
2017-07-23,13784.51352713053,2849.6387161562216,23905.623868441275,17703.69408033015,-3919.180553199621,-3919.180553199621
2017-07-24,20911.90575105376,10539.697169521012,31145.356644231335,17766.11585648808,3145.789894565683,3145.789894565683
2017-07-25,20410.678813207192,10063.817192314327,31165.67473369511,17828.537632646017,2582.1411805611756,2582.1411805611756
2017-07-26,19641.962920369784,9096.194226755857,30855.883000061836,17890.95940880395,1751.003511565836,1751.003511565836
2017-07-27,18887.717193878758,8781.188360236561,29925.35228787448,17953.381184961883,934.336008916876,934.336008916876
2017-07-28,18299.666955521894,7684.650439316183,28922.923466294138,18015.802961119818,283.8639944020753,283.8639944020753
2017-07-29,13300.270700473147,2534.326833647615,23489.655411283282,18078.22473727775,-4777.954036804602,-4777.954036804602
2017-07-30,14221.539373874792,3799.4414430327033,24541.570435303667,18140.71992707744,-3919.1805532026474,-3919.1805532026474
2017-07-31,21349.00501144351,10633.49046875895,32130.708600218735,18203.21511687713,3145.7898945663796,3145.7898945663796
2017-08-01,20847.851487236043,10767.86416602323,31113.018713363515,18265.71030667682,2582.141180559222,2582.141180559222
2017-08-02,20079.209008041304,9362.62998450179,30705.16577994302,18328.205496476516,1751.003511564788,1751.003511564788
2017-08-03,19325.03669519857,8785.973839823302,29678.22614085469,18390.700686276206,934.3360089223631,934.3360089223631
2017-08-04,18737.05987047716,8018.828494659526,28549.431430185014,18453.195876075897,283.86399440126075,283.86399440126075
2017-08-05,13737.73702906428,3703.008925768092,24415.016441174666,18515.691065875584,-4777.954036811305,-4777.954036811305
2017-08-06,14659.005702475431,4767.865249307143,24638.05970669209,18578.186255675275,-3919.180553199844,-3919.180553199844
2017-08-07,21786.47134004204,11135.275494611473,32356.553475674704,18640.681445474966,3145.7898945670763,3145.7898945670763
2017-08-08,21285.31781583304,10079.531956474497,31483.20016585062,18703.17663527466,2582.1411805583816,2582.1411805583816
2017-08-09,20516.675336640084,10158.459143132523,31095.25014349682,18765.67182507435,1751.0035115657336,1751.0035115657336
2017-08-10,19762.503023794165,8851.402545087974,29476.72491448618,18828.16701487404,934.3360089201224,934.3360089201224
2017-08-11,19174.526199075834,8638.580983634329,28728.320697343603,18890.662204673732,283.8639944021021,283.8639944021021
2017-08-12,14175.203357661117,3747.025041982005,24091.45361705063,18953.157394473423,-4777.954036812305,-4777.954036812305
2017-08-13,15096.472031076075,4496.791884609555,26603.0395494101,19015.652584273113,-3919.180553197039,-3919.180553197039
2017-08-14,22223.937668638227,11853.096200812859,33526.13620423083,19078.147774072808,3145.78989456542,3145.78989456542
2017-08-15,21722.784144432495,11388.378056569443,32576.18224340549,19140.6429638725,2582.1411805599964,2582.1411805599964
2017-08-16,20954.141665238298,9843.513972843262,32101.192716267316,19203.13815367219,1751.00351156611,1751.00351156611
2017-08-17,20199.969352393444,9189.396003457192,30809.77139590657,19265.633343471884,934.3360089215612,934.3360089215612
2017-08-18,19612.37999313061,9119.583014749542,30168.588928101228,19328.515998727667,283.86399440294275,283.86399440294275
2017-08-19,14613.444617164449,4453.526576213577,25029.97051307259,19391.398653983455,-4777.954036819007,-4777.954036819007
2017-08-20,15535.100756023212,5251.631493671079,26321.48351238016,19454.281309239243,-3919.180553216031,-3919.180553216031
2017-08-21,22662.95385906114,11676.577551888491,32410.115255009645,19517.163964495026,3145.7898945661163,3145.7898945661163
2017-08-22,22162.18780030997,11443.524018048493,32601.410924939097,19580.046619750814,2582.141180559156,2582.141180559156
2017-08-23,21393.932786571662,11322.952035200833,31866.45493482156,19642.9292750066,1751.003511565061,1751.003511565061
2017-08-24,20640.147939181705,10318.654891062468,31784.364273425457,19705.811930262385,934.3360089193202,934.3360089193202
2017-08-25,20052.5585799203,9659.34352506154,30817.386051961552,19768.694585518173,283.8639944021287,283.8639944021287
2017-08-26,15053.623203965988,4571.096277584747,25191.552125756272,19831.577240773964,-4777.954036807977,-4777.954036807977
2017-08-27,15975.27934281652,5521.391747266595,27475.91443463887,19894.459896029748,-3919.1805532132266,-3919.1805532132266
2017-08-28,23103.13244585578,12500.905188955532,33872.526535726654,19957.342551285536,3145.7898945702427,3145.7898945702427
2017-08-29,22602.366387099635,12715.570071672691,33326.094305118364,20020.22520654132,2582.1411805583143,2582.1411805583143
2017-08-30,21834.111373362546,12112.123757325413,32114.720920817595,20083.10786179711,1751.0035115654368,1751.0035115654368
2017-08-31,21080.326525972,10595.796629173177,31986.25959444222,20145.990517052895,934.3360089191036,934.3360089191036
2017-09-01,20492.737166711653,10039.023595868099,31376.757309469907,20208.873172308682,283.8639944029696,283.8639944029696
2017-09-02,15493.801790749789,4847.780528441678,25413.41549394449,20271.75582756447,-4777.95403681468,-4777.95403681468
2017-09-03,16415.45792960983,5868.392373640327,27592.18122766289,20334.638482820254,-3919.180553210423,-3919.180553210423
2017-09-04,23543.31103264698,12742.813464681447,33424.51317421082,20397.52113807604,3145.789894570939,3145.789894570939
2017-09-05,23042.54497389176,12569.13480107308,33926.454844616776,20460.40379333183,2582.1411805599305,2582.1411805599305
2017-09-06,22274.289960153143,11860.584671890983,33678.551443601194,20523.286448587616,1751.003511565528,1751.003511565528
2017-09-07,21520.505114863652,10719.071931216471,31837.91999939182,20586.16910594311,934.3360089205423,934.3360089205423
2017-09-08,20932.915757697214,10005.58700021386,31989.2826968879,20649.05176329861,283.8639943986049,283.8639943986049
2017-09-09,15933.98038383272,5051.119533644777,25929.27121984395,20711.934420654103,-4777.954036821383,-4777.954036821383
2017-09-10,16855.63652479615,6315.54019229666,26848.465069870792,20774.8170780096,-3919.1805532134495,-3919.1805532134495
2017-09-11,23983.48962993095,13589.043177172787,34068.94404308192,20837.6997353651,3145.7898945658535,3145.7898945658535
2017-09-12,23482.723573279687,12658.629394596584,33958.646922346554,20900.582392720597,2582.1411805590906,2582.1411805590906
2017-09-13,22714.468561641996,12957.14706090971,33358.411940280086,20963.46505007609,1751.0035115659048,1751.0035115659048
2017-09-14,21960.68371635357,11370.197969187968,31967.226919431694,21026.34770743159,934.3360089219811,934.3360089219811
2017-09-15,21373.094359186533,11444.555052425794,31746.91638793233,21089.230364787087,283.86399439944563,283.86399439944563
2017-09-16,16374.158985338565,5913.164225437509,27265.673246089696,21152.113022142585,-4777.95403680402,-4777.95403680402
2017-09-17,17295.815126282363,7209.687820605919,27966.326483788605,21214.995679498075,-3919.1805532157127,-3919.1805532157127
2017-09-18,24423.66823142355,14050.74754465322,35365.85530790464,21277.878336853573,3145.789894569979,3145.789894569979
2017-09-19,23922.90217476621,13358.033019658596,34784.15367141362,21340.76099420907,2582.141180557136,2582.141180557136
2017-09-20,23154.647163129426,12360.755399724358,33733.40658643054,21403.64365156457,1751.0035115648557,1751.0035115648557
2017-09-21,22400.862317838146,11249.282174113594,32498.930196613575,21466.52630892006,934.3360089180848,934.3360089180848
2017-09-22,21813.272960679395,11377.515653662862,31806.52405236551,21529.408966275558,283.8639944038366,283.8639944038366
2017-09-23,16814.33758682034,6904.175306348899,27913.691054303967,21592.29162363106,-4777.95403681072,-4777.95403681072
2017-09-24,17735.993727778718,7168.829730264592,28269.931122162005,21655.174280986557,-3919.1805532078415,-3919.1805532078415
2017-09-25,24863.84683291615,14409.588931061922,35349.97242045664,21718.056938342048,3145.789894574105,3145.789894574105
2017-09-26,24363.080787858155,14198.975087404597,34453.82383123763,21780.939607301858,2582.141180556296,2582.141180556296
2017-09-27,23594.82578782889,12807.09162774721,34051.8434312936,21843.822276261664,1751.0035115672258,1751.0035115672258
2017-09-28,22841.04095414467,12982.667812950662,33851.23496417888,21906.704945221467,934.3360089232032,934.3360089232032
2017-09-29,22253.45160858074,11650.612540228532,32380.685802267126,21969.58761418127,283.8639943994724,283.8639943994724
2017-09-30,17254.516246335053,6767.337606732047,27157.59903724946,22032.470283141076,-4777.9540368060225,-4777.9540368060225
2017-10-01,18176.172398895847,6286.772688601796,28711.365990344886,22095.352952100886,-3919.1805532050375,-3919.1805532050375
2017-10-02,25304.025515626283,14694.815316124135,36211.03570891502,22158.235621060692,3145.7898945655897,3145.7898945655897
2017-10-03,24803.259470583085,14603.910850676768,35433.427076027656,22221.11829002049,2582.141180562594,2582.141180562594
2017-10-04,24035.0044705479,13979.030912558215,34391.11041991008,22284.000958980298,1751.003511567602,1751.003511567602
2017-10-05,23281.219636861068,12826.32916279771,33872.636893862036,22346.883627940104,934.3360089209626,934.3360089209626
2017-10-06,22693.63029129502,12045.293038802338,32609.107484673805,22409.76629689991,283.8639943951075,283.8639943951075
2017-10-07,17694.694929053316,6727.500782385952,27696.099950223244,22472.64896585971,-4777.954036806393,-4777.954036806393
2017-10-08,18616.351081611454,7659.471025839346,28911.587370076344,22535.53163481952,-3919.1805532080643,-3919.1805532080643
2017-10-09,25744.20419835247,15496.453504223537,36812.24644535187,22598.414303779326,3145.7898945731445,3145.7898945731445
2017-10-10,25243.438153299772,14652.081786565972,35645.77524440386,22661.296972739132,2582.1411805606404,2582.1411805606404
2017-10-11,24475.18315326406,14169.6714449677,35449.78145166093,22724.17964169893,1751.003511565129,1751.003511565129
2017-10-12,23721.398319581138,13208.84249502171,35119.74267441638,22787.062310658737,934.3360089224014,934.3360089224014
2017-10-13,23133.80897402325,13041.29535215769,32845.16744662269,22849.944979618544,283.86399440470456,283.86399440470456
