iter	RMSE
224	8.161057842
225	8.16032743
226	8.159191864
227	8.157507608
228	8.155912282
229	8.150618668
230	8.149362994
231	8.144720791
232	8.144132625
233	8.142938738
234	8.142243391
235	8.141315309
236	8.140548811
237	8.139451856
238	8.13877716
239	8.137870273
240	8.136932771
241	8.135964349
242	8.135413238
243	8.134437769
244	8.133628004
245	8.132674684
246	8.131552562
247	8.130922855
248	8.130104084
249	8.127622115
250	8.126965978
251	8.126067532
252	8.125070497
253	8.124166858
254	8.123667886
255	8.12224638
256	8.121573777
257	8.121004213
258	8.119741315
259	8.118660096
260	8.116551048
261	8.115645824
262	8.114588676
263	8.113315313
264	8.112575666
265	8.111664515
266	8.110950105
267	8.110379919
268	8.109778088
269	8.109143466
270	8.107771707
271	8.107113749
272	8.106465794
273	8.105872757
274	8.104837938
275	8.104379652
276	8.103410767
277	8.101481522
278	8.101118292
279	8.099733324
280	8.098970971
281	8.098430507
282	8.095952174
283	8.0949592
284	8.094115411
285	8.093639606
286	8.09282552
287	8.092251849
288	8.091720816
289	8.091108074
290	8.090361486
291	8.089483933
292	8.088860787
293	8.088122464
294	8.087539162
295	8.08633896
296	8.085922944
297	8.085370666
298	8.084736197
299	8.084119891
300	8.083242963
301	8.08273158
302	8.081904243
303	8.081138233
304	8.080047321
305	8.078765287
306	8.078140878
307	8.077564946
308	8.077116999
309	8.07564523
310	8.075046237
311	8.074068083
312	8.073418852
313	8.072309982
314	8.071698436
315	8.070737129
316	8.070115451
317	8.06978126
318	8.06921562
319	8.068312482
320	8.067453444
321	8.066914168
322	8.066079241
323	8.065296505
324	8.064680741
325	8.064090357
326	8.06268445
327	8.062219961
328	8.061674786
329	8.060900944
330	8.060178699
331	8.059046891
332	8.05857933
333	8.057130121
334	8.05636027
335	8.055510097
336	8.054815899
337	8.054302187
338	8.053156693
339	8.052781133
340	8.052311328
341	8.051165644
342	8.050284655
343	8.049454108
344	8.04850841
345	8.048035311
346	8.047444809
347	8.046703936
348	8.046054132
349	8.045598283
350	8.044720811
351	8.044300129
352	8.043083112
353	8.041660566
354	8.040891826
355	8.04042628
356	8.03990838
357	8.038935543
358	8.03818611
359	8.037694202
360	8.037099178
361	8.036191136
362	8.035599024
363	8.035023447
364	8.034474862
365	8.034111966
366	8.0330538
367	8.032292577
368	8.029513337
369	8.028826976
370	8.028095585
371	8.027554951
372	8.024213148
373	8.023202884
374	8.022378086
375	8.021608578
376	8.019812666
377	8.019414233
378	8.018971071
379	8.018307677
380	8.017584944
381	8.017056484
382	8.016540571
383	8.015538478
384	8.014211107
385	8.013574116
386	8.01289546
387	8.010255561
388	8.009430588
389	8.008269305
390	8.007742607
391	8.007366815
392	8.006158451
393	8.005711119
394	8.004190996
395	8.003754833
396	8.003270737
397	8.002652185
398	8.00195536
399	8.000964805
400	8.000452451
401	7.999861438
402	7.999365813
403	7.998854411
404	7.997313204
405	7.996935637
406	7.9960734
407	7.995474226
408	7.995069577
409	7.994252407
410	7.993446519
411	7.99239033
412	7.99163779
413	7.990272727
414	7.989582461
415	7.988406814
416	7.987920163
417	7.987456834
418	7.98629708
419	7.985723495
420	7.984601481
421	7.983864868
422	7.98320454
423	7.982228436
424	7.981854717
425	7.981215838
426	7.980429746
427	7.979424151
428	7.978765394
429	7.978056502
430	7.977635522
431	7.976947881
432	7.976496629
433	7.975191396
434	7.974709498
435	7.973976539
436	7.97287186
437	7.972180136
438	7.971414552
439	7.970671985
440	7.970229774
441	7.969875352
442	7.969130221
443	7.968529579
444	7.967052746
445	7.966640756
446	7.966271399
447	7.965501003
448	7.965066143
449	7.963811018
450	7.962954844
451	7.961146162
452	7.960758364
453	7.959400431
454	7.958638989
455	7.958177962
456	7.957469473
457	7.956803918
458	7.956397508
459	7.955285021
460	7.954142178
461	7.953516005
462	7.953050582
463	7.951852814
464	7.951482713
465	7.951068829
466	7.950440834
467	7.949937519
468	7.949430943
469	7.948927467
470	7.94849438
471	7.947824523
472	7.946292337
473	7.945811518
474	7.945549791
475	7.944954455
476	7.944344201
477	7.943889607
478	7.943364297
479	7.942756249
480	7.942237958
481	7.941932161
482	7.94109969
483	7.939810233
484	7.939316093
485	7.939009856
486	7.937222342
487	7.936658958
488	7.936046036
489	7.935432411
490	7.935047345
491	7.9346163
492	7.933943593
493	7.933450391
494	7.932843876
495	7.932328272
496	7.931923766
497	7.931224885
498	7.9302993
499	7.929549264
500	7.928562419
501	7.928143618
502	7.927315047
503	7.926847959
504	7.925815652
505	7.924630482
506	7.923868169
507	7.922660341
508	7.921617689
509	7.921117589
510	7.920304046
511	7.919772219
512	7.919526364
513	7.919078392
514	7.918605287
515	7.917360744
516	7.917014849
517	7.916448551
518	7.91599018
519	7.915578391
520	7.915195535
521	7.914869303
522	7.914501638
523	7.913766169
524	7.913377027
525	7.913073776
526	7.912447286
527	7.911772953
528	7.911316707
529	7.911037
530	7.91013541
531	7.90977317
532	7.909428192
533	7.908959619
534	7.908419909
535	7.908157856
536	7.907628321
537	7.907316476
538	7.906683737
539	7.9051242
540	7.904791483
541	7.904218443
542	7.903356606
543	7.902684149
544	7.902302966
545	7.901596342
546	7.901114331
547	7.900836773
548	7.900233351
549	7.899829131
550	7.899233953
551	7.898821739
552	7.89825454
553	7.897033543
554	7.896423037
555	7.895314216
556	7.894979312
557	7.89429929
558	7.89352605
559	7.893105536
560	7.892481863
561	7.891662495
562	7.891302327
563	7.890941193
564	7.890242058
565	7.889503986
566	7.888789824
567	7.88834305
568	7.887939577
569	7.88751247
570	7.887311058
571	7.886933561
572	7.88652574
573	7.886125264
574	7.885715408
575	7.885164291
576	7.88356657
577	7.883044684
578	7.882372
579	7.881954991
580	7.881614934
581	7.881156393
582	7.880883927
583	7.880299145
584	7.879093507
585	7.878536403
586	7.878008365
587	7.877422056
588	7.877071403
589	7.876582418
590	7.876264989
591	7.875550471
592	7.874964638
593	7.87462731
594	7.873904179
595	7.873337893
596	7.87292015
597	7.872492601
598	7.871995704
599	7.871664894
600	7.871051408
601	7.870736966
602	7.870015863
603	7.869260746
604	7.8686463
605	7.868463791
606	7.868226463
607	7.867911759
608	7.867489168
609	7.867021948
610	7.866522679
611	7.865832907
612	7.864582718
613	7.864209614
614	7.863620085
615	7.863411035
616	7.862997986
617	7.861969724
618	7.861717351
619	7.861429045
620	7.86049947
621	7.860143174
622	7.859343686
623	7.858850216
624	7.858524097
625	7.858215968
626	7.857890886
627	7.857576842
628	7.856987193
629	7.856730125
630	7.856440906
631	7.855749233
632	7.855514264
633	7.855246623
634	7.854785649
635	7.853998284
636	7.853575077
637	7.853286997
638	7.852913817
639	7.852545689
640	7.852184776
641	7.851573067
642	7.851108904
643	7.850113884
644	7.849479963
645	7.848616549
646	7.848285887
647	7.847855333
648	7.847041944
649	7.845788553
650	7.845292454
651	7.844999281
652	7.844426867
653	7.843703728
654	7.842430406
655	7.841977461
656	7.841625895
657	7.841149398
658	7.840701209
659	7.84045529
660	7.84015492
661	7.839714625
662	7.839028237
663	7.838418099
664	7.838082121
665	7.837402163
666	7.836777188
667	7.836489557
668	7.835924191
669	7.835502961
670	7.834977243
671	7.834557123
672	7.834070911
673	7.833559758
674	7.832944056
675	7.832326412
676	7.832119667
677	7.831742538
678	7.830857608
679	7.830322335
680	7.829574386
681	7.829187816
682	7.828924664
683	7.828042715
684	7.82754469
685	7.827185531
686	7.826798849
687	7.826276797
688	7.825686437
689	7.825265809
690	7.824978195
691	7.824637328
692	7.823691729
693	7.823189278
694	7.82284001
695	7.822394164
696	7.821914183
697	7.821478018
698	7.820997766
699	7.820553135
700	7.81994469
701	7.819538533
702	7.819326813
703	7.818756286
704	7.818217863
705	7.817581521
706	7.816571253
707	7.816024728
708	7.815154247
709	7.814901565
710	7.814476858
711	7.814106465
712	7.81385173
713	7.813324411
714	7.812865852
715	7.812606321
716	7.812214259
717	7.811791465
718	7.811463453
719	7.811059495
720	7.810810709
721	7.810347911
722	7.809889563
723	7.809487441
724	7.808843977
725	7.808518429
726	7.80799419
727	7.807574746
728	7.807085974
729	7.806672196
730	7.80617871
731	7.805664045
732	7.805262554
733	7.804894729
734	7.80440349
735	7.804242617
736	7.803691044
737	7.803196697
738	7.802624182
739	7.80211944
740	7.801748505
741	7.801477889
742	7.801313678
743	7.800590358
744	7.80022996
745	7.799493195
746	7.798873208
747	7.798146498
748	7.797770042
749	7.797489851
750	7.797053805
751	7.79640313
752	7.79601042
753	7.795696463
754	7.795382937
755	7.795058652
756	7.794665953
757	7.793790115
758	7.793537348
759	7.793179768
760	7.792655696
761	7.792397864
762	7.791661954
763	7.791039631
764	7.790597875
765	7.790084475
766	7.789805444
767	7.789424394
768	7.789056358
769	7.788652204
770	7.787719546
771	7.787436463
772	7.787055137
773	7.786409115
774	7.78615784
775	7.785857006
776	7.785356306
777	7.784761314
778	7.784248247
779	7.783858193
780	7.783398097
781	7.783123506
782	7.782793086
783	7.782419584
784	7.782109123
785	7.781187554
786	7.781008197
787	7.78052248
788	7.780303812
789	7.780052608
790	7.779151404
791	7.778766292
792	7.777198491
793	7.776744412
794	7.776161784
795	7.775926179
796	7.775399516
797	7.775041466
798	7.77478914
799	7.77432389
800	7.774025117
801	7.773741661
802	7.773390812
803	7.772845061
804	7.772439183
805	7.772102235
806	7.771762368
807	7.770863502
808	7.770372539
809	7.770221627
810	7.769797442
811	7.769258567
812	7.769069043
813	7.768584366
814	7.768174135
815	7.767845173
816	7.767365348
817	7.766761947
818	7.765845217
819	7.765605717
820	7.765411389
821	7.765029486
822	7.764845853
823	7.764478221
824	7.764040387
825	7.763530148
826	7.76314907
827	7.762616316
828	7.76235581
829	7.761786326
830	7.761097227
831	7.760770088
832	7.760551697
833	7.759823892
834	7.759436142
835	7.759121769
836	7.758749992
837	7.758304221
838	7.757866753
839	7.757285894
840	7.756845954
841	7.756336586
842	7.755960311
843	7.755525342
844	7.754625742
845	7.754404147
846	7.754267345
847	7.753641038
848	7.752352342
849	7.751997688
850	7.751673716
851	7.751198463
852	7.750615788
853	7.750377215
854	7.749606867
855	7.749076087
856	7.748364575
857	7.74725818
858	7.746877045
859	7.746000867
860	7.745503369
861	7.745228489
862	7.744859996
863	7.744158663
864	7.743653617
865	7.743425592
866	7.743159861
867	7.742912121
868	7.742584897
869	7.742187952
870	7.74207424
871	7.741569689
872	7.741333149
873	7.740829738
874	7.740225743
875	7.73988004
876	7.739558716
877	7.739103046
878	7.738533582
879	7.738276452
880	7.737819826
881	7.737012181
882	7.736422616
883	7.736220378
884	7.736063878
885	7.73546337
886	7.734977881
887	7.734813957
888	7.734422706
889	7.734055871
890	7.733791677
891	7.73351646
892	7.733234691
893	7.7326872
894	7.732216733
895	7.731880644
896	7.731589605
897	7.730753033
898	7.730161036
899	7.730026336
900	7.729667341
901	7.729327543
902	7.729038132
903	7.728721334
904	7.728442189
905	7.728155899
906	7.727554508
907	7.727122914
908	7.72696326
909	7.726741565
910	7.726310272
911	7.726045121
912	7.725766797
913	7.724919487
914	7.724596109
915	7.723417746
916	7.722982122
917	7.72252261
918	7.722218977
919	7.721733285
920	7.719812119
921	7.719546276
922	7.719295751
923	7.718993668
924	7.718323752
925	7.717867438
926	7.717550946
927	7.717290386
928	7.71676853
929	7.716528487
930	7.716236082
931	7.715835724
932	7.715562933
933	7.715362741
934	7.715124622
935	7.714464903
936	7.714238244
937	7.714019752
938	7.713711822
939	7.713197592
940	7.713087421
941	7.712510714
942	7.712186042
943	7.711831519
944	7.711270759
945	7.711102279
946	7.710693706
947	7.71046088
948	7.709784635
949	7.70914979
950	7.708700121
951	7.708331469
952	7.708062465
953	7.707898743
954	7.707774481
955	7.70742913
956	7.707183538
957	7.706778846
958	7.706587946
959	7.705440595
960	7.705147021
961	7.704899384
962	7.704380404
963	7.704035652
964	7.703282144
965	7.702953236
966	7.702807933
967	7.702516194
968	7.702164289
969	7.701721747
970	7.701322304
971	7.700741818
972	7.699420234
973	7.698745245
974	7.698310406
975	7.698118306
976	7.697568917
977	7.697235622
978	7.696885451
979	7.69658015
980	7.696450249
981	7.695982289
982	7.695593487
983	7.695228273
984	7.69496526
985	7.694677842
986	7.694226376
987	7.694060649
988	7.693599294
989	7.6934307
990	7.693113339
991	7.692569454
992	7.692214083
993	7.69178957
994	7.691265073
995	7.691029104
996	7.690708629
997	7.690411374
998	7.689794951
999	7.689464906
